player_id;first_name;last_name;full_name;short_name;international_name;country_code;position;detailed_field_position;age;birthdate;height;weight;image
74850;;Arda Turan;Arda Turan;Arda Turan;Arda Turan;TUR;MIDFIELDER;ATTACKING_MIDFIELDER;35.0;1987-01-30;178.0;76.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/74850.jpg
60390;Marco;Streller;Marco Streller;Streller;Marco Streller;SUI;FORWARD;UNKNOWN;40.0;1981-06-18;197.0;86.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/60390.jpg
250015755;Eduardo;Salvio;Eduardo Salvio;Salvio;Eduardo Salvio;ARG;MIDFIELDER;WINGER;31.0;1990-07-13;173.0;71.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250015755.jpg
1901680;Danny;Welbeck;Danny Welbeck;Welbeck;Danny Welbeck;;FORWARD;STRIKER;31.0;1990-11-26;185.0;72.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/1901680.jpg
250012020;Adrián;Ramos;Adrián Ramos;Ramos;Adrián Ramos;COL;FORWARD;UNKNOWN;36.0;1986-01-22;185.0;74.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250012020.jpg
70120;James;Milner;James Milner;Milner;James Milner;ENG;MIDFIELDER;CENTRAL_MIDFIELDER;36.0;1986-01-04;175.0;70.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/70120.jpg
250002480;Seydou;Doumbia;Seydou Doumbia;Doumbia;Seydou Doumbia;CIV;FORWARD;STRIKER;34.0;1987-12-31;179.0;75.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250002480.jpg
97869;Bibras;Natcho;Bibras Natcho;Natcho;Bibras Natcho;ISR;MIDFIELDER;CENTRAL_MIDFIELDER;34.0;1988-02-18;175.0;73.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/97869.jpg
57134;Arjen;Robben;Arjen Robben;Robben;Arjen Robben;NED;MIDFIELDER;UNKNOWN;38.0;1984-01-23;181.0;80.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/57134.jpg
250007605;Mario;Götze;Mario Götze;Götze;Mario Götze;GER;MIDFIELDER;STRIKER;29.0;1992-06-03;176.0;64.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250007605.jpg
250002096;Robert;Lewandowski;Robert Lewandowski;Lewandowski;Robert Lewandowski;POL;FORWARD;STRIKER;33.0;1988-08-21;184.0;78.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250002096.jpg
95665;Franck;Ribéry;Franck Ribéry;Ribéry;Franck Ribéry;FRA;MIDFIELDER;WINGER;38.0;1983-04-07;170.0;72.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/95665.jpg
1905360;Xherdan;Shaqiri;Xherdan Shaqiri;Shaqiri;Xherdan Shaqiri;SUI;MIDFIELDER;WINGER;30.0;1991-10-10;169.0;72.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/1905360.jpg
250066979;Anwar;El Ghazi;Anwar El Ghazi;El Ghazi;Anwar El Ghazi;NED;MIDFIELDER;WINGER;26.0;1995-05-03;188.0;;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250066979.jpg
250042431;Sandro;Ramírez;Sandro Ramírez;Ramírez;Sandro Ramírez;ESP;FORWARD;STRIKER;26.0;1995-07-09;175.0;71.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250042431.jpg
105066;Chinedu;Obasi;Chinedu Obasi;Obasi;Chinedu Obasi;NGA;FORWARD;UNKNOWN;35.0;1986-06-01;188.0;79.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/105066.jpg
108131;Benedikt;Höwedes;Benedikt Höwedes;Höwedes;Benedikt Höwedes;GER;DEFENDER;CENTRE_BACK;34.0;1988-02-29;187.0;82.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/108131.jpg
103125;;Adrien Silva;Adrien Silva;Adrien Silva;Adrien Silva;POR;MIDFIELDER;DEFENSIVE_MIDFIELDER;33.0;1989-03-15;175.0;69.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/103125.jpg
1904338;Eric Maxim;Choupo-Moting;Eric Maxim Choupo-Moting;Choupo-Moting;Eric Maxim Choupo-Moting;CMR;MIDFIELDER;UNKNOWN;32.0;1989-03-23;191.0;91.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/1904338.jpg
106631;Loïc;Rémy;Loïc Rémy;Rémy;Loïc Rémy;FRA;FORWARD;UNKNOWN;35.0;1987-01-02;184.0;75.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/106631.jpg
70482;Didier;Drogba;Didier Drogba;Drogba;Didier Drogba;CIV;FORWARD;UNKNOWN;44.0;1978-03-11;189.0;91.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/70482.jpg
45902;John;Terry;John Terry;Terry;John Terry;ENG;DEFENDER;UNKNOWN;41.0;1980-12-07;187.0;90.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/45902.jpg
105353;Mitja;Viler;Mitja Viler;Viler;Mitja Viler;SVN;DEFENDER;UNKNOWN;35.0;1986-09-01;181.0;78.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/105353.jpg
1902160;Eden;Hazard;Eden Hazard;E. Hazard;Eden Hazard;BEL;FORWARD;WINGER;31.0;1991-01-07;173.0;74.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/1902160.jpg
250016027;;Douglas Costa;Douglas Costa;Douglas Costa;Douglas Costa;BRA;MIDFIELDER;WINGER;31.0;1990-09-14;170.0;65.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250016027.jpg
250017729;;Guillermo Fernández;Guillermo Fernández;Guillermo Fernández;Guillermo Fernández;ESP;FORWARD;UNKNOWN;28.0;1993-05-23;178.0;71.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250017729.jpg
53749;Ricardo;Quaresma;Ricardo Quaresma;Quaresma;Ricardo Quaresma;POR;MIDFIELDER;WINGER;38.0;1983-09-26;175.0;67.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/53749.jpg
1909917;;Koke;Koke;Koke;Koke;ESP;MIDFIELDER;CENTRAL_MIDFIELDER;30.0;1992-01-08;178.0;74.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/1909917.jpg
1906224;Diego;Godín;Diego Godín;Godín;Diego Godín;URU;DEFENDER;CENTRE_BACK;36.0;1986-02-16;186.0;78.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/1906224.jpg
73064;Alessio;Cerci;Alessio Cerci;Cerci;Alessio Cerci;ITA;MIDFIELDER;WINGER;34.0;1987-07-23;180.0;78.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/73064.jpg
250017994;Pajtim;Kasami;Pajtim Kasami;Kasami;Pajtim Kasami;SUI;MIDFIELDER;CENTRAL_MIDFIELDER;29.0;1992-06-02;188.0;70.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250017994.jpg
250008296;Yordan;Minev;Yordan Minev;Minev;Yordan Minev;BUL;DEFENDER;FULL_BACK;41.0;1980-10-14;174.0;66.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250008296.jpg
250016023;Giulio;Donati;Giulio Donati;Donati;Giulio Donati;ITA;DEFENDER;FULL_BACK;32.0;1990-02-05;181.0;76.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250016023.jpg
1901610;Kyriakos;Papadopoulos;Kyriakos Papadopoulos;Papadopoulos;Kyriakos Papadopoulos;GRE;DEFENDER;UNKNOWN;30.0;1992-02-23;183.0;85.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/1901610.jpg
250059213;Andy;Najar;Andy Najar;Najar;Andy Najar;HON;MIDFIELDER;FULL_BACK;29.0;1993-03-16;170.0;69.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250059213.jpg
1905136;Kieran;Gibbs;Kieran Gibbs;Gibbs;Kieran Gibbs;ENG;DEFENDER;FULL_BACK;32.0;1989-09-26;178.0;64.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/1905136.jpg
62594;Lukas;Podolski;Lukas Podolski;Podolski;Lukas Podolski;GER;FORWARD;STRIKER;36.0;1985-06-04;182.0;83.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/62594.jpg
250011791;Marco;Reus;Marco Reus;Reus;Marco Reus;GER;MIDFIELDER;ATTACKING_MIDFIELDER;32.0;1989-05-31;180.0;75.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250011791.jpg
98674;;Raúl García;Raúl García;Raúl García;Raúl García;ESP;FORWARD;ATTACKING_MIDFIELDER;35.0;1986-07-11;184.0;81.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/98674.jpg
26917;Andrea;Pirlo;Andrea Pirlo;Pirlo;Andrea Pirlo;ITA;MIDFIELDER;DEFENSIVE_MIDFIELDER;42.0;1979-05-19;177.0;68.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/26917.jpg
250006566;Alberto;Botía;Alberto Botía;Botía;Alberto Botía;ESP;DEFENDER;CENTRE_BACK;33.0;1989-01-27;187.0;80.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250006566.jpg
250015758;Delvin;N'Dinga;Delvin N'Dinga;N'Dinga;Delvin N'Dinga;CGO;MIDFIELDER;DEFENSIVE_MIDFIELDER;34.0;1988-03-14;181.0;;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250015758.jpg
69166;;Roberto;Roberto;Roberto;Roberto;ESP;GOALKEEPER;UNKNOWN;36.0;1986-02-10;195.0;80.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/69166.jpg
250015808;Paul;Pogba;Paul Pogba;Pogba;Paul Pogba;FRA;MIDFIELDER;CENTRAL_MIDFIELDER;29.0;1993-03-15;191.0;84.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250015808.jpg
250064274;Breel;Embolo;Breel Embolo;Embolo;Breel Embolo;SUI;FORWARD;STRIKER;25.0;1997-02-14;185.0;84.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250064274.jpg
97737;Shkëlzen;Gashi;Shkëlzen Gashi;Gashi;Shkëlzen Gashi;ALB;FORWARD;STRIKER;33.0;1988-07-15;182.0;75.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/97737.jpg
250075767;;Talisca;Talisca;Talisca;Talisca;BRA;MIDFIELDER;ATTACKING_MIDFIELDER;28.0;1994-02-01;188.0;72.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250075767.jpg
48233;Mikel;Arteta;Mikel Arteta;Arteta;Mikel Arteta;ESP;;UNKNOWN;39.0;1982-03-26;183.0;64.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/48233.jpg
250021048;Alex;Oxlade-Chamberlain;Alex Oxlade-Chamberlain;Oxlade-Chamberlain;Alex Oxlade-Chamberlain;ENG;MIDFIELDER;WINGER;28.0;1993-08-15;180.0;70.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250021048.jpg
74684;Anthony;Vanden Borre;Anthony Vanden Borre;Vanden Borre;Anthony Vanden Borre;BEL;DEFENDER;FULL_BACK;34.0;1987-10-24;185.0;78.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/74684.jpg
250042869;Aleksandar;Mitrović;Aleksandar Mitrović;A. Mitrović;Aleksandar Mitrović;SRB;FORWARD;UNKNOWN;27.0;1994-09-16;189.0;78.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250042869.jpg
73874;Sokratis;Papastathopoulos;Sokratis Papastathopoulos;Papastathopoulos;Sokratis Papastathopoulos;GRE;DEFENDER;CENTRE_BACK;33.0;1988-06-09;185.0;82.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/73874.jpg
61752;;Hakan Balta;Hakan Balta;Hakan Balta;Hakan Balta;TUR;;CENTRE_BACK;38.0;1983-03-23;184.0;80.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/61752.jpg
107285;;Semih Kaya;Semih Kaya;Semih Kaya;Semih Kaya;TUR;DEFENDER;CENTRE_BACK;31.0;1991-02-24;183.0;66.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/107285.jpg
95082;Yaya;Touré;Yaya Touré;Touré;Yaya Touré;CIV;MIDFIELDER;CENTRAL_MIDFIELDER;38.0;1983-05-13;191.0;90.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/95082.jpg
250068734;Islam;Slimani;Islam Slimani;Slimani;Islam Slimani;ALG;FORWARD;STRIKER;33.0;1988-06-18;188.0;84.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250068734.jpg
250039727;Naby;Sarr;Naby Sarr;Sarr;Naby Sarr;FRA;DEFENDER;UNKNOWN;28.0;1993-08-13;196.0;;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250039727.jpg
250049628;;Jefferson;Jefferson;Jefferson;Jefferson;BRA;DEFENDER;FULL_BACK;33.0;1988-07-05;176.0;74.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250049628.jpg
74318;Dennis;Aogo;Dennis Aogo;Aogo;Dennis Aogo;GER;MIDFIELDER;WINGER;35.0;1987-01-14;184.0;84.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/74318.jpg
48893;Darijo;Srna;Darijo Srna;Srna;Darijo Srna;CRO;;FULL_BACK;39.0;1982-05-01;178.0;78.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/48893.jpg
49083;Vasili;Berezutski;Vasili Berezutski;V. Berezutski;Vasili Berezutski;RUS;;CENTRE_BACK;39.0;1982-06-20;189.0;87.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/49083.jpg
250017465;Cristian;Tello;Cristian Tello;Tello;Cristian Tello;ESP;MIDFIELDER;WINGER;30.0;1991-08-11;178.0;65.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250017465.jpg
54091;Xabi;Alonso;Xabi Alonso;Xabi Alonso;Xabi Alonso;ESP;MIDFIELDER;UNKNOWN;40.0;1981-11-25;183.0;75.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/54091.jpg
106375;;Luis Suárez;Luis Suárez;Luis Suárez;Luis Suárez;URU;FORWARD;UNKNOWN;35.0;1987-01-24;181.0;85.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/106375.jpg
250013855;Davy;Klaassen;Davy Klaassen;Klaassen;Davy Klaassen;NED;MIDFIELDER;ATTACKING_MIDFIELDER;29.0;1993-02-21;178.0;78.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250013855.jpg
59217;Zlatan;Ibrahimović;Zlatan Ibrahimović;Ibrahimović;Zlatan Ibrahimović;SWE;FORWARD;STRIKER;40.0;1981-10-03;195.0;95.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/59217.jpg
1905688;;Willian;Willian;Willian;Willian;BRA;MIDFIELDER;WINGER;33.0;1988-08-09;173.0;71.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/1905688.jpg
250003830;Jan;Kirchhoff;Jan Kirchhoff;Kirchhoff;Jan Kirchhoff;GER;DEFENDER;UNKNOWN;31.0;1990-10-01;195.0;90.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250003830.jpg
250011599;;Ramires;Ramires;Ramires;Ramires;BRA;MIDFIELDER;UNKNOWN;34.0;1987-03-24;180.0;73.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250011599.jpg
250024752;;Carlos Mané;Carlos Mané;Carlos Mané;Carlos Mané;POR;FORWARD;WINGER;28.0;1994-03-11;172.0;;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250024752.jpg
1902636;Mikel;San José;Mikel San José;San José;Mikel San José;ESP;DEFENDER;DEFENSIVE_MIDFIELDER;32.0;1989-05-30;186.0;77.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/1902636.jpg
69176;Fernando;Llorente;Fernando Llorente;Llorente;Fernando Llorente;ESP;FORWARD;;37.0;1985-02-26;195.0;90.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/69176.jpg
250032782;Rickie;Lambert;Rickie Lambert;Lambert;Rickie Lambert;ENG;FORWARD;STRIKER;40.0;1982-02-16;187.0;77.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250032782.jpg
250010260;Jordan;Henderson;Jordan Henderson;Henderson;Jordan Henderson;ENG;MIDFIELDER;CENTRAL_MIDFIELDER;31.0;1990-06-17;182.0;67.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250010260.jpg
250004238;Georgi;Terziev;Georgi Terziev;Terziev;Georgi Terziev;BUL;DEFENDER;CENTRE_BACK;29.0;1992-04-18;183.0;72.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250004238.jpg
250067936;Lucas;Ocampos;Lucas Ocampos;Ocampos;Lucas Ocampos;ARG;MIDFIELDER;WINGER;27.0;1994-07-11;187.0;;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250067936.jpg
250063997;Chancel;Mbemba;Chancel Mbemba;Mbemba;Chancel Mbemba;COD;DEFENDER;CENTRE_BACK;27.0;1994-08-08;182.0;;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250063997.jpg
250014011;Yaya;Sanogo;Yaya Sanogo;Sanogo;Yaya Sanogo;FRA;FORWARD;UNKNOWN;29.0;1993-01-27;193.0;74.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250014011.jpg
105569;;David Fuster;David Fuster;David Fuster;David Fuster;ESP;MIDFIELDER;;40.0;1982-02-03;178.0;71.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/105569.jpg
250034743;Simon;Kroon;Simon Kroon;Kroon;Simon Kroon;SWE;MIDFIELDER;UNKNOWN;28.0;1993-06-16;180.0;;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250034743.jpg
95071;Alejandro;Domínguez;Alejandro Domínguez;Domínguez;Alejandro Domínguez;ARG;MIDFIELDER;ATTACKING_MIDFIELDER;40.0;1981-06-10;175.0;73.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/95071.jpg
102128;Fabian;Frei;Fabian Frei;F. Frei;Fabian Frei;SUI;MIDFIELDER;CENTRAL_MIDFIELDER;33.0;1989-01-08;182.0;77.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/102128.jpg
58676;Álvaro;Arbeloa;Álvaro Arbeloa;Arbeloa;Álvaro Arbeloa;ESP;DEFENDER;UNKNOWN;39.0;1983-01-17;180.0;68.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/58676.jpg
250059144;Álvaro;Medrán;Álvaro Medrán;Medrán;Álvaro Medrán;ESP;MIDFIELDER;UNKNOWN;28.0;1994-03-15;176.0;;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250059144.jpg
250016090;Aymen;Abdennour;Aymen Abdennour;Abdennour;Aymen Abdennour;TUN;DEFENDER;CENTRE_BACK;32.0;1989-08-06;187.0;;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250016090.jpg
250053907;;Fabinho;Fabinho;Fabinho;Fabinho;BRA;MIDFIELDER;UNKNOWN;28.0;1993-10-23;188.0;78.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250053907.jpg
103769;Aaron;Ramsey;Aaron Ramsey;Ramsey;Aaron Ramsey;WAL;MIDFIELDER;CENTRAL_MIDFIELDER;31.0;1990-12-26;178.0;76.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/103769.jpg
57132;Wesley;Sneijder;Wesley Sneijder;Sneijder;Wesley Sneijder;NED;MIDFIELDER;ATTACKING_MIDFIELDER;37.0;1984-06-09;170.0;72.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/57132.jpg
93324;Samir;Nasri;Samir Nasri;Nasri;Samir Nasri;FRA;MIDFIELDER;ATTACKING_MIDFIELDER;35.0;1986-06-26;175.0;75.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/93324.jpg
101608;Pablo;Zabaleta;Pablo Zabaleta;Zabaleta;Pablo Zabaleta;ARG;DEFENDER;UNKNOWN;37.0;1985-01-16;176.0;76.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/101608.jpg
250008351;Sebastian;Rode;Sebastian Rode;Rode;Sebastian Rode;GER;MIDFIELDER;DEFENSIVE_MIDFIELDER;31.0;1990-10-11;179.0;73.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250008351.jpg
250043124;Arkadiusz;Milik;Arkadiusz Milik;Milik;Arkadiusz Milik;POL;FORWARD;STRIKER;28.0;1994-02-28;186.0;78.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250043124.jpg
250005337;André;Schürrle;André Schürrle;Schürrle;André Schürrle;GER;MIDFIELDER;WINGER;31.0;1990-11-06;184.0;74.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250005337.jpg
250075866;Jonathan;Silva;Jonathan Silva;Silva;Jonathan Silva;ARG;DEFENDER;UNKNOWN;27.0;1994-06-29;178.0;;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250075866.jpg
69271;John Obi;Mikel;John Obi Mikel;Mikel;John Obi Mikel;NGA;MIDFIELDER;DEFENSIVE_MIDFIELDER;34.0;1987-04-22;188.0;86.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/69271.jpg
250041776;Maximilian;Meyer;Maximilian Meyer;Meyer;Maximilian Meyer;GER;MIDFIELDER;ATTACKING_MIDFIELDER;26.0;1995-09-18;173.0;68.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250041776.jpg
1902685;Taras;Stepanenko;Taras Stepanenko;Stepanenko;Taras Stepanenko;UKR;MIDFIELDER;DEFENSIVE_MIDFIELDER;32.0;1989-08-08;181.0;75.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/1902685.jpg
98408;Markel;Susaeta;Markel Susaeta;Susaeta;Markel Susaeta;ESP;FORWARD;WINGER;34.0;1987-12-14;179.0;68.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/98408.jpg
93629;Branislav;Ivanović;Branislav Ivanović;Ivanović;Branislav Ivanović;SRB;DEFENDER;FULL_BACK;38.0;1984-02-22;188.0;91.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/93629.jpg
250039931;;Danilo;Danilo;Danilo;Danilo;BRA;DEFENDER;UNKNOWN;30.0;1991-07-15;184.0;78.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250039931.jpg
1900737;;Marcelo;Marcelo;Marcelo;Marcelo;BRA;DEFENDER;UNKNOWN;33.0;1988-05-12;174.0;73.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/1900737.jpg
250024456;Álvaro;Morata;Álvaro Morata;Morata;Álvaro Morata;ESP;FORWARD;STRIKER;29.0;1992-10-23;189.0;85.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250024456.jpg
250014009;Geoffrey;Kondogbia;Geoffrey Kondogbia;Kondogbia;Geoffrey Kondogbia;CTA;MIDFIELDER;DEFENSIVE_MIDFIELDER;29.0;1993-02-15;188.0;;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250014009.jpg
51453;Dimitar;Berbatov;Dimitar Berbatov;Berbatov;Dimitar Berbatov;BUL;FORWARD;UNKNOWN;41.0;1981-01-30;188.0;79.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/51453.jpg
250040959;Yannick;Carrasco;Yannick Carrasco;Carrasco;Yannick Carrasco;BEL;FORWARD;WINGER;28.0;1993-09-04;180.0;67.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250040959.jpg
250057680;;Casemiro;Casemiro;Casemiro;Casemiro;BRA;MIDFIELDER;UNKNOWN;30.0;1992-02-23;184.0;76.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250057680.jpg
67702;Christian;Fuchs;Christian Fuchs;Fuchs;Christian Fuchs;AUT;DEFENDER;FULL_BACK;35.0;1986-04-07;186.0;80.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/67702.jpg
250063984;Leroy;Sané;Leroy Sané;Sané;Leroy Sané;GER;MIDFIELDER;WINGER;26.0;1996-01-11;183.0;75.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250063984.jpg
1902472;Gary;Cahill;Gary Cahill;Cahill;Gary Cahill;ENG;DEFENDER;CENTRE_BACK;36.0;1985-12-19;193.0;86.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/1902472.jpg
250011954;;Thiago Silva;Thiago Silva;Thiago Silva;Thiago Silva;BRA;DEFENDER;CENTRE_BACK;37.0;1984-09-22;183.0;79.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250011954.jpg
250000142;Holger;Badstuber;Holger Badstuber;Badstuber;Holger Badstuber;GER;DEFENDER;CENTRE_BACK;33.0;1989-03-13;189.0;78.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250000142.jpg
250020851;Olivier;Giroud;Olivier Giroud;Giroud;Olivier Giroud;FRA;FORWARD;STRIKER;35.0;1986-09-30;192.0;88.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250020851.jpg
93156;;Mario Suárez;Mario Suárez;Mario Suárez;Mario Suárez;ESP;MIDFIELDER;DEFENSIVE_MIDFIELDER;35.0;1987-02-24;185.0;77.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/93156.jpg
57631;Simon;Rolfes;Simon Rolfes;Rolfes;Simon Rolfes;GER;;UNKNOWN;40.0;1982-01-21;189.0;79.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/57631.jpg
250000927;;Ömer Toprak;Ömer Toprak;Ömer Toprak;Ömer Toprak;TUR;DEFENDER;CENTRE_BACK;32.0;1989-07-21;186.0;83.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250000927.jpg
95293;Gonzalo;Castro;Gonzalo Castro;Castro;Gonzalo Castro;GER;MIDFIELDER;CENTRAL_MIDFIELDER;34.0;1987-06-11;171.0;72.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/95293.jpg
58686;Fernando;Torres;Fernando Torres;Torres;Fernando Torres;ESP;;STRIKER;38.0;1984-03-20;186.0;81.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/58686.jpg
97744;Ivan;Rakitić;Ivan Rakitić;Rakitić;Ivan Rakitić;CRO;MIDFIELDER;CENTRAL_MIDFIELDER;34.0;1988-03-10;184.0;78.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/97744.jpg
1906016;Arturo;Vidal;Arturo Vidal;Vidal;Arturo Vidal;CHI;MIDFIELDER;UNKNOWN;34.0;1987-05-22;180.0;75.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/1906016.jpg
65012;Jérémy;Mathieu;Jérémy Mathieu;Mathieu;Jérémy Mathieu;FRA;DEFENDER;CENTRE_BACK;38.0;1983-10-29;189.0;84.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/65012.jpg
1906776;;Thiago Alcántara;Thiago Alcántara;Thiago Alcántara;Thiago Alcántara;ESP;MIDFIELDER;CENTRAL_MIDFIELDER;30.0;1991-04-11;172.0;71.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/1906776.jpg
250017851;Javier;Hernández;Javier Hernández;Hernández;Javier Hernández;MEX;FORWARD;STRIKER;33.0;1988-06-01;175.0;71.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250017851.jpg
250075724;Medhi;Benatia;Medhi Benatia;Benatia;Medhi Benatia;MAR;DEFENDER;UNKNOWN;34.0;1987-04-17;190.0;92.0;https://img.uefa.com/imgml/TP/players/1/2015/324x324/250075724.jpg
250049845;Vardges;Satumyan;Vardges Satumyan;Satumyan;Vardges Satumyan;ARM;MIDFIELDER;UNKNOWN;32.0;1990-02-07;;;https://img.uefa.com/imgml/TP/players/1/2016/324x324/250049845.jpg
